tconst,primaryTitle,startYear,genres,averageRating,numVotes,posterUrl
tt1610013,Can't Stand Losing You: Surviving the Police,2012,"Biography,Documentary,History",6.9,901.0,https://image.tmdb.org/t/p/w500/b6esoeyPX5sKsvickaqD54dGZSJ.jpg
tt16360004,Spider-Man: Beyond the Spider-Verse,2027,"Action,Adventure,Animation",,,https://image.tmdb.org/t/p/w500/rZ4arzyaDyI8l9Y7VIPPsDGARwh.jpg
tt1637544,Episode #18.31,2010,"Comedy,Music,Talk-Show",,,
tt16384476,Cher's West Side Story Remake,2021,"Comedy,Music",,,
tt1640715,The Courtship of Eddie's Father,Unknown,Comedy,,,https://image.tmdb.org/t/p/w500/rnB7E3zlTvewO8GuUK0jmmTQQv6.jpg
tt1656186,Stolen,2012,"Action,Crime,Thriller",5.5,47026.0,https://image.tmdb.org/t/p/w500/8rTcpPiet2Lt2uZXBFIH5U7ylBY.jpg
tt1671907,Episode dated 24 June 2010,2010,"News,Talk-Show",7.0,17.0,
tt1672035,Episode dated 6 June 2002,2002,"News,Talk-Show",,,
tt1672036,Episode dated 12 September 2003,2003,"News,Talk-Show",,,
tt1674784,Trespass,2011,"Crime,Drama,Mystery",5.3,46514.0,https://image.tmdb.org/t/p/w500/yP60huMcPTWOJfplRLi4FQAEQxX.jpg
tt1677774,Episode dated 5 July 2010,2010,"News,Talk-Show",7.8,14.0,
tt1679371,Episode dated 7 July 2010,2010,"News,Talk-Show",,,
tt1684720,Episode dated 16 July 2010,2010,"News,Talk-Show",,,
tt1690688,Nicolas Cage/Steel Train,2010,"Comedy,Music,Talk-Show",,,
tt1691230,Episode dated 13 July 2010,2010,"Comedy,Music,Talk-Show",,,
tt1691236,Episode #5.31,2010,"Documentary,Talk-Show",,,
tt1692173,Episode #6.190,2010,"Comedy,Music,Talk-Show",,,
tt1694418,Episode dated 19 July 2010,2010,"Comedy,Talk-Show",,,
tt1696099,Episode #8.154,2010,"Comedy,Music,Talk-Show",,,
tt1696672,Episode dated 17 August 1990,1990,"News,Talk-Show",,,
tt1698238,Episode #1.41,2010,Talk-Show,5.6,30.0,
tt1701911,Despicable Me/The Kids Are All Right,2010,Comedy,,,
tt1710734,Episode #1.25,2010,News,,,
tt1715312,1998 Blockbuster Entertainment Awards,1998,Unknown,6.1,45.0,
tt1715313,1999 Blockbuster Entertainment Awards,1999,Unknown,5.0,16.0,
tt1760809,Episode #1.109,1989,"Comedy,Music,Talk-Show",,,
tt1799915,Jump Start Live,2011,Talk-Show,6.8,16.0,
tt1804292,Episode dated 5 January 2011,2011,Talk-Show,,,
tt1809440,Episode dated 5 January 2011,2011,"News,Talk-Show",,,
tt1809684,Nicolas Cage/Deena Nicole Cortese/Holt McCallany,2011,Talk-Show,,,
tt18155812,Johnny's Story,2021,Documentary,6.7,229.0,
tt1828061,The Battle of the Blockbusters,2002,Documentary,,,
tt1848718,Episode dated 25 February 2011,2011,Talk-Show,,,
tt1858146,Episode #6.18,2011,"Documentary,Talk-Show",,,
tt1862773,Episode #1.54,2011,News,,,
tt18990110,C'est quoi Nicolas Cage?,2021,Documentary,,,
tt1899280,Saturday Night Live Backstage,2011,"Comedy,Documentary,Music",6.9,51.0,
tt19072224,Nicolas Cage/Aaron Paul/Robert Winston,Unknown,"Comedy,Talk-Show",7.3,11.0,
tt19243868,The 5th Annual HCA Film Awards,2022,Unknown,6.2,8.0,
tt19268814,420 Awards - 4th Annual Event,2022,Comedy,5.9,25.0,
tt19388152,Nicolas Cage/Vanessa Bayer/Noah Cyrus,2022,"Comedy,Music,Talk-Show",,,
tt19420568,Episode #26.183,2022,"News,Talk-Show",,,
tt19719268,Episode #10.165,2022,News,,,
tt19723274,Episode #41.188,2022,"News,Talk-Show",,,
tt19757332,The Unbearable Weight of Massive Talent,2022,Talk-Show,7.0,36.0,https://image.tmdb.org/t/p/w500/aqhLeieyTpTUKPOfZ3jzo2La0Mq.jpg
tt19802610,Episode #10.166,2022,News,,,
tt19817742,"Supercut: Alan Kalter's Celebrity Interview with Will Smith, George Clooney and More",2022,Comedy,,,
tt1981813,Episode dated 4 March 2011,2011,Talk-Show,,,
tt19843804,Nicolas Cage/Ms. Pat/Duff Goldman/Lawrence Zarian,2022,"Music,Talk-Show",,,
tt19856566,Nicolas Cage is struggling through the UNBEARABLE WEIGHT OF MASSIVE TALENT | Explained,2022,Talk-Show,,,
tt2005374,The Frozen Ground,2013,"Biography,Crime,Drama",6.4,70540.0,https://image.tmdb.org/t/p/w500/hHDj1h3lJvYd9Cervoswz9crhWg.jpg
tt20243216,The Unbearable Weight of Massive Talent,2022,Talk-Show,8.8,13.0,https://image.tmdb.org/t/p/w500/aqhLeieyTpTUKPOfZ3jzo2La0Mq.jpg
tt2032572,USS Indianapolis: Men of Courage,2016,"Action,Drama,History",5.3,14880.0,https://image.tmdb.org/t/p/w500/aREeJV7avhlLnCicVG3fBjXiaW1.jpg
tt21243534,Episode dated 30 June 2022,2022,"Documentary,Family,News",,,
tt2132638,Close Up,2011,"Biography,Documentary",6.4,61.0,https://image.tmdb.org/t/p/w500/jhQlasrHlxvqvpoEGIYTeMbrsE7.jpg
tt2134512,Nicolas Cage,2011,"Biography,Documentary",,,
tt21346448,"Penélope Cruz, les reflets de la passion",2022,Documentary,6.5,38.0,https://image.tmdb.org/t/p/w500/7wTgB1PlmfSgMojlR3fdd0LmQGT.jpg
tt2148675,Episode #3.146,1994,"Comedy,Music,Talk-Show",,,
tt2151150,Episode dated 29 July 1994,1994,"News,Talk-Show",,,
tt2165752,Episode #6.142,1998,"Comedy,Music,Talk-Show",,,
tt2177699,Scream Awards 2011,2011,Unknown,6.5,52.0,
tt21825634,A Tribute to Willem Dafoe: The Voice of an Actor,2021,Talk-Show,,,
tt21930132,The Importance of Opening Credits: The Art of Introducing a Film,2021,Talk-Show,,,
tt21942866,Dream Scenario,2023,"Comedy,Drama,Fantasy",6.8,84019.0,https://image.tmdb.org/t/p/w500/2RSMu2iMDCdMKmvBWWvcmE8vjMj.jpg
tt21989732,Episode #11.4,2022,News,,,
tt21991654,Sympathy for the Devil,2023,"Action,Thriller",5.5,12545.0,https://image.tmdb.org/t/p/w500/afGdVMa80LMs6ibLP22CwM5uI4e.jpg
tt21995244,Ready to Roll #4,2022,"Music,Talk-Show",,,
tt22098088,"Nicolas Cage's History of Swear Words, Reaction",2020,Unknown,,,
tt22098106,"Nicolas Cage's History of Swear Words, Reaction",2020,Unknown,,,
tt2212613,Episode #19.88,2012,"Comedy,Music,Talk-Show",,,
tt2218405,RZA,2012,"News,Talk-Show",,,https://image.tmdb.org/t/p/w500/3LuIy4Z5zI2vkjAwwkugH367HRp.jpg
tt2219977,Episode dated 13 February 2012,2012,"Comedy,Music,Talk-Show",,,
tt2225189,Episode #7.17,2012,"Documentary,Talk-Show",,,
tt2227190,Episode dated 28 June 2012,2012,Talk-Show,,,
tt2234657,Adam Lambert/Nicolas Cage/Demian Bichir/Jason Mraz,2012,Talk-Show,,,
tt2235341,Episode dated 15 February 2012,2012,Talk-Show,,,
tt22465022,A Tribute to Sam Rockwell: Hollywood's Most Supportive Supporting Actor,2021,Talk-Show,,,
tt22496212,The Few Times Humorists Have Scored Academy Gold: A Short List of Comedic Oscar-Winners,2022,Talk-Show,,,
tt2252379,Episode dated 24 February 2012,2012,Talk-Show,,,
tt2252519,Episode dated 18 February 2012,2012,Documentary,,,
tt2252987,Episode dated 17 February 2012,2012,Talk-Show,,,
tt2283263,Männer,2012,News,,,https://image.tmdb.org/t/p/w500/5wln4jvBMXioRPybHVFpyam3m36.jpg
tt22939186,Arcadian,2024,"Action,Drama,Horror",5.5,22657.0,https://image.tmdb.org/t/p/w500/h4T8Xeydkw53h9uIbulYsss25UF.jpg
tt23181666,"The Unbearable Weight of Massive Talent' Rendezvous at Premiere Reactions, Nicolas Cage, Demi Moore",2022,Talk-Show,,,
tt23181704,"Nicolas Cage on His New Film 'Unbearable Weight of Massive Talent', The Script, The Cast/Director",2022,Talk-Show,,,
tt23217970,Unbearable Weight of Massive Talent - Nicolas Cage,2022,Talk-Show,,,
tt23218910,"Full Commentary on 'The Unbearable Weight of Massive Talent' Reactions, Nicolas Cage, Demi Moore",2022,Talk-Show,,,
tt2328344,Episode #11.36,2003,"Comedy,Music,Talk-Show",,,
tt23455676,"'The Unbearable Weight of Massive Talent' Rendezvous at Premiere Reactions, Nicolas Cage, Demi Moore",2022,Talk-Show,,,
tt23456900,"Behind the Scenes of 'The Unbearable Weight of Massive Talent' - Nicolas Cage, Demi Moore",2022,Talk-Show,,,
tt23468450,Longlegs,2024,"Crime,Horror,Thriller",6.6,182336.0,https://image.tmdb.org/t/p/w500/1EwNyiiNFd863H4e8nWEzutnZD7.jpg
tt23650072,A Tribute to Johnny Depp: The Actor and Musician Who Defined Range,2022,Talk-Show,,,
tt2382396,Joe,2013,"Crime,Drama,Thriller",6.8,52375.0,https://image.tmdb.org/t/p/w500/sTSjiNbGWcj8wATW28MTwrDklsC.jpg
tt2388461,Episode #6.61,1998,"Comedy,Music,Talk-Show",,,
tt23951630,AEG Live Studio Actors on Actors,2019,Talk-Show,7.0,8.0,
tt2397369,Episode dated 27 July 1994,1994,"News,Talk-Show",,,
tt2401807,Rage,2014,"Action,Thriller",5.0,25965.0,https://image.tmdb.org/t/p/w500/A93ISaha1PtIlI53y3CnCAWWrm0.jpg
tt2440920,Episode #7.16,1999,"Comedy,Music,Talk-Show",,,
tt24467854,The Wicker Man (2006),2022,"Comedy,Talk-Show",8.7,6.0,
tt2466572,Episode #7.35,1999,"Comedy,Music,Talk-Show",,,
tt2467046,Left Behind,2014,"Action,Fantasy,Sci-Fi",3.1,43572.0,https://image.tmdb.org/t/p/w500/b9Q2WR62yB5Aq0hd6kyRFS9cc3Y.jpg
tt24818230,Madden,Unknown,Unknown,,,https://image.tmdb.org/t/p/w500/92Tb7o4OsRgxuOvK3ROs9T6QE24.jpg
tt24850708,Gunslingers,2025,"Action,Drama,Western",,,https://image.tmdb.org/t/p/w500/O7REXWPANWXvX2jhQydHjAq2DV.jpg
tt2521254,Episode #7.178,1999,"Comedy,Music,Talk-Show",,,
tt25394886,Episode #35.18,2023,"Family,Talk-Show",,,
tt25405728,Episode #42.108,2023,"News,Talk-Show",,,
tt2553222,Episode #8.314,2000,"Comedy,Music,Talk-Show",,,
tt25786888,Episode #35.90,2023,"Documentary,News",,,
tt26218954,10 Things You Didn't Know About GhostRider 2007,2023,Talk-Show,,,
tt26245496,Johnny Depp: The Love of the Bizarre,2022,"Biography,Documentary",7.1,258.0,https://image.tmdb.org/t/p/w500/uU8KgJcbyvPJJKIpK4lkD7R59we.jpg
tt26453977,TMZ Investigates: Lisa Marie Presley: Unending Tragedy,2023,Documentary,6.5,80.0,https://image.tmdb.org/t/p/w500/gw6zkM3QzLF8ltrDQdSijab5dJw.jpg
tt2646218,Was ich bin sind meine Filme - Teil 2... nach 30 Jahren,2010,Documentary,5.9,16.0,https://image.tmdb.org/t/p/w500/tYXpp0okb1FTqyGpm6MfikcJqNv.jpg
tt27290810,Episode #42.171,2023,"News,Talk-Show",,,
tt27394404,Renfield,2023,Talk-Show,7.4,28.0,https://image.tmdb.org/t/p/w500/p6yUjhvNGQpFZilKwOKbxQ1eHlo.jpg
tt27447567,Nicolas Cage/Christine and the Queens,2023,"Comedy,Talk-Show",5.6,19.0,
tt27458871,Episode #42.182,2023,"News,Talk-Show",,,
tt2751930,Episode #10.125,2013,Talk-Show,,,
tt27525130,James Marsden/Joy Oladokun/Nicolas Cage,2023,"Comedy,Talk-Show",5.2,20.0,
tt27575684,Healing and Hope/Who Is Ray Epps?/Nicolas Cage,2023,"Documentary,News",7.3,15.0,
tt27590028,The Oscars,2024,"Comedy,Music,Reality-TV",6.7,1531.0,
tt2768174,Episode dated 18 March 2013,2013,"Comedy,Music,Talk-Show",,,
tt27690052,Renfield,2023,"Comedy,Talk-Show",8.8,6.0,https://image.tmdb.org/t/p/w500/p6yUjhvNGQpFZilKwOKbxQ1eHlo.jpg
tt27706987,Lords of War,Unknown,"Crime,Thriller",,,https://image.tmdb.org/t/p/w500/lW6VN5PyNdiix9GxG8Gf60ZmvY3.jpg
tt27813235,The Surfer,2024,Thriller,6.6,637.0,https://image.tmdb.org/t/p/w500/zYClQYdiGADZ9rFKx4PjfnUO4XQ.jpg
tt27944913,Summer Game Fest 2023,2023,News,7.9,9.0,https://image.tmdb.org/t/p/w500/sFdZTNrPjqXCPwuy6V8hAZ7Jh5w.jpg
tt2797286,Episode #8.22,2013,"Documentary,Talk-Show",,,
tt2798246,Episode #10.130,2013,Talk-Show,,,
tt28259089,Episode #11.217,2023,News,,,
tt2846138,Episode dated 4 April 2013,2013,"News,Talk-Show",,,
tt2850386,The Croods: A New Age,2020,"Adventure,Animation,Comedy",6.9,56879.0,https://image.tmdb.org/t/p/w500/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg
tt2852830,Episode dated 25 April 2013,2013,"News,Talk-Show",,,
tt28638642,Jackie Chan: Dragon Power,2002,Documentary,,,
tt28686233,NICOLAS CAGE IN DEAD BY DAYLIGHT IS CRAZY!! (NEW DLC) (DBD),2023,Comedy,,,
tt28688639,420 Awards - 5th Annual Event,2023,Comedy,6.4,22.0,
tt29044298,The Flash is a Trainwreck,2023,Documentary,,,
tt29059369,Episode dated 9 September 2023,2023,News,,,
tt29432835,I ALMOST Walked Out | The Best and Worst of TIFF 2023,2023,Talk-Show,,,
tt29596329,Nicolas Cage in The Flash as Superman & Interview Reaction,2023,Unknown,,,
tt29668756,Episode #43.66,2023,"News,Talk-Show",,,
tt29791791,Hawaii Week - Day 5 (2023),2023,"News,Talk-Show",,,
tt30017641,Dream Scenario,2023,Talk-Show,5.9,16.0,https://image.tmdb.org/t/p/w500/2RSMu2iMDCdMKmvBWWvcmE8vjMj.jpg
tt30056767,Episode #43.63,2023,"News,Talk-Show",,,
tt30150371,National Treasure: Deleted Scenes,2005,Short,5.4,17.0,
tt30150386,National Treasure: Alternate Ending,2005,Short,5.9,22.0,
tt30150522,National Treasure 2: Book of Secrets - Deleted Scenes,2008,Short,6.5,49.0,
tt30150541,National Treasure 2: Book of Secrets - Book of Secrets - On Location,2008,Short,,,
tt30150561,National Treasure 2: Book of Secrets - The Treasure Reel,2008,"Comedy,Short",7.1,216.0,
tt30460310,Spider-Noir,Unknown,"Action,Adventure,Crime",,,
tt30470616,The END of a Pathetic Era,2023,Talk-Show,,,
tt30493766,Indy & Le Royaume du Crâne de Cristal du Futur (2008),2023,History,,,
tt3070992,Episode dated 22 July 2013,2013,Talk-Show,,,
tt30742129,Episode #3.6,2024,Talk-Show,,,
tt31172323,The Saturn Awards,2024,Sci-Fi,,,
tt31251499,Episode dated 30 August 2006,2006,"News,Talk-Show",,,
tt3138790,Superheroes: From Page to Screen,2013,Documentary,7.1,17.0,
tt3142530,Episode #1.22,2013,News,,,
tt3145844,Episode #8.40,2013,"Documentary,Talk-Show",,,
tt31494758,Episode dated 26 February 1999,1999,"News,Talk-Show",,,
tt31528895,Episode dated 1 August 1994,1994,"News,Talk-Show",,,
tt31592087,Episode #1.6,1993,Documentary,,,
tt31614970,Zack Snyder gives Delusional Interview & More,2024,Documentary,,,
tt31632368,Episode #1.1,Unknown,"Action,Adventure,Crime",,,
tt3164234,Episode #8.200,2000,"Comedy,Music,Talk-Show",,,
tt31702755,Arte Journal vom 11.03.2024,2024,News,,,
tt31850216,Cher,Unknown,"Biography,Documentary,History",,,https://image.tmdb.org/t/p/w500/AmJLuHjxPdIJO6vmymeWADG6jK5.jpg
tt32304349,The Carpenter's Son,2025,Horror,,,https://image.tmdb.org/t/p/w500/ychSb83DLDBVUnQOhu02ar52IMY.jpg
tt32365977,Episode #1.2,Unknown,"Action,Adventure,Crime",,,
tt32604452,The Prince,Unknown,Drama,,,https://image.tmdb.org/t/p/w500/22b2fmxhZveWSyWkgUz2y94fp3w.jpg
tt33309483,Episode dated 1 March 2024,2024,News,,,
tt33384287,Shadowland,2024,Documentary,6.5,152.0,https://image.tmdb.org/t/p/w500/wnDORMDbHmz8a0d7A1lQPJuBVZ1.jpg
tt33452921,Episode #1.3,Unknown,"Action,Adventure,Crime",,,
tt33452926,Episode #1.4,Unknown,"Action,Adventure,Crime",,,
tt33498865,Episode #1.5,Unknown,"Action,Adventure,Crime",,,
tt33498870,Episode #1.6,Unknown,"Action,Adventure,Crime",,,
tt33498878,Episode #1.7,Unknown,"Action,Adventure,Crime",,,
tt33498883,Episode #1.8,Unknown,"Action,Adventure,Crime",,,
tt33634243,"An Oprah Special: The Presleys - Elvis, Lisa Marie and Riley",2024,Talk-Show,7.0,61.0,https://image.tmdb.org/t/p/w500/2IfG8euHObA0uCanb8BiJwdFZhv.jpg
tt3383408,Venice Film Festival 2009,2009,"News,Talk-Show",,,
tt34009789,'Butcher' at TIFF,2022,"Short,Talk-Show",,,
tt34057964,Butcher's Crossing,2022,"Short,Talk-Show",,,https://image.tmdb.org/t/p/w500/2KdkRsYuzYPlJMLrV39gdjY3WkS.jpg
tt34058425,TIFF 2022: Butcher's Crossing,2022,"Short,Talk-Show",,,
tt34065120,People Entertainment Weekly: Toronto 2022,2022,"Short,Talk-Show",,,
tt34097972,Butcher's Crossing,2022,"Short,Talk-Show",,,https://image.tmdb.org/t/p/w500/2KdkRsYuzYPlJMLrV39gdjY3WkS.jpg
tt34164006,TIFF 2023: Dream Scenario,2023,"Short,Talk-Show",,,
tt34218617,Face/Off: Nicolas Cage Official Interview (ScreenSlam Classic),2015,"Documentary,Short,Talk-Show",,,
tt34290541,World Trade Center: Nicolas Cage & Oliver Stone Exclusive Interview (ScreenSlam Classic),2015,"Documentary,Short,Talk-Show",,,
tt34344042,Nicolas Cage 'Dream Scenario',2023,News,,,
tt3481634,Inconceivable,2017,"Drama,Thriller",5.2,11146.0,https://image.tmdb.org/t/p/w500/ubGjD2DK6Fi4IC5xRc3aEDwVD9i.jpg
tt3484044,Episode #4.1175,1996,"Comedy,Music,Talk-Show",,,
tt34868053,Was It Something I Said? (with Nicolas Cage),2018,Talk-Show,,,
tt3506322,Disney Afternoon,2014,Comedy,8.1,107.0,
tt3517762,Making of Bringing Out the Dead,1999,Documentary,7.8,16.0,
tt35461657,Episode dated 17 January 2025,2025,"Comedy,News,Talk-Show",,,
tt35470138,ARTE Journal vom 17.01.2025,2025,News,,,
tt35893162,Episode dated 21 February 2024,2024,"Documentary,Talk-Show",,,
tt36144098,Nicolas Cage and Alex Wolff for 'Pig',2021,Talk-Show,,,
tt3628244,Nicolas Cage/Emily VanCamp/Kiss,2014,"Comedy,Music,Talk-Show",7.3,29.0,
tt3632466,Episode dated 11 April 2014,2014,"News,Talk-Show",,,
tt3661894,Nicolas Cage/Whoopi Goldberg,2014,Talk-Show,,,
tt3664140,Episode dated 19 April 2014,2014,News,,,
tt3668692,Episode #9.25,2014,"Documentary,Talk-Show",,,
tt3687398,The Runner,2015,Drama,4.7,6061.0,https://image.tmdb.org/t/p/w500/2fPnVkWueayfbqk2g66fSTLoyWu.jpg
tt3696140,Hollywood Waterloo,1994,Documentary,,,
tt3725672,Pilot,1994,Comedy,,,https://image.tmdb.org/t/p/w500/7TDdDr56QZyejO6Ws2oZpNGBlQ3.jpg
tt3725712,Episode #1.3,1994,Comedy,,,
tt3733774,The Trust,2016,"Action,Crime,Mystery",5.5,21433.0,https://image.tmdb.org/t/p/w500/ps5FhW4WQuH1Ure2msdZkH7psqK.jpg
tt3733778,Pay the Ghost,2015,"Horror,Mystery",5.2,19553.0,https://image.tmdb.org/t/p/w500/iHG1QcxaRCiFIdSK1HZA6zOEFsl.jpg
tt3758162,A Score to Settle,2019,"Action,Crime,Drama",4.8,7462.0,https://image.tmdb.org/t/p/w500/cAvxpjiXqJZSCTo2xYD0XIRBkx9.jpg
tt3861442,SXSW Flashback 2014,2014,News,9.6,10.0,
tt4006350,Major Deegan Pilot,2014,"Documentary,News",,,
tt4054654,Dog Eat Dog,2016,"Action,Crime,Thriller",4.8,10066.0,https://image.tmdb.org/t/p/w500/mE9M2b3GJjCUPedxXs0NhKetSI8.jpg
tt4382824,Army of One,2016,"Biography,Comedy,Crime",5.2,9373.0,https://image.tmdb.org/t/p/w500/tUmo47WFeFRIQktGXYxWnSZXO6P.jpg
tt4488774,The Wicker Man,2013,Comedy,9.2,23.0,https://image.tmdb.org/t/p/w500/wwtrXRL8SiOWxhwLEvw7iBgYh0g.jpg
tt4493088,Sunrise,2014,Comedy,,,https://image.tmdb.org/t/p/w500/i5swrfkeyxbb8O5CXEfhThHlZcx.jpg
tt4726736,Episode dated 4 September 2003,2003,"Comedy,Music,Talk-Show",,,
tt4733574,Episode dated 16 November 2004,2004,"Comedy,Music,Talk-Show",,,
tt4882010,Episode dated 20 April 1995,1995,"Comedy,Music,Talk-Show",,,
tt4976192,211,2018,"Action,Drama,Horror",4.4,10008.0,https://image.tmdb.org/t/p/w500/81RColr4rau6DZ7z9eMsksokcfk.jpg
tt5073642,Color Out of Space,2019,"Horror,Mystery,Sci-Fi",6.1,60829.0,https://image.tmdb.org/t/p/w500/vkwgzCBBiY3C1XEy0WakYfMOvnG.jpg
tt5077372,Episode dated 9 October 2015,2015,"News,Talk-Show",,,
tt5158400,Werner Herzog,2017,Biography,7.8,26.0,
tt5195776,Mega Man VS Astro Boy,2015,"Action,Animation,Comedy",7.1,40.0,
tt5280288,"The Path to Vengeance: Making 'Ghost Rider, Spirit of Vengeance'",2012,Documentary,7.0,15.0,https://image.tmdb.org/t/p/w500/tIhvZ14f8HqFAu1Bzd4n6TQ8drh.jpg
tt5285568,Gone in 60 Seconds: Stars on the Move,2000,Short,8.0,18.0,
tt5285622,Gone in 60 Seconds: Wild Rides,2000,Short,6.8,18.0,
tt5338564,The 'Next' Grand Idea,2007,Short,,,
tt5340000,To Steal a 'National Treasure',2005,Short,,,
tt5340068,National Treasure: On the Set of American History,2005,Short,8.2,11.0,
tt5340248,Knights of the Golden Circle,2008,Short,,,
tt5424096,The Rock Premiere on Alcatraz,1996,Short,,,
tt5442350,The Making of 'Seeking Justice',2012,"Documentary,Short",,,
tt5460530,Vengeance: A Love Story,2017,"Action,Adventure,Crime",5.2,9394.0,https://image.tmdb.org/t/p/w500/kPUFcGPI9FChybFHIJJBZZLiIlg.jpg
tt5461686,The Making of 'Stolen',2013,"Documentary,Short",,,
tt5461704,Stolen: Cast and Crew Interviews,2013,"Documentary,Short",,,
tt5461714,Stolen: Behind the Scenes,2013,Short,,,
tt5462326,Mom and Dad,2017,"Comedy,Horror,Thriller",5.6,28796.0,https://image.tmdb.org/t/p/w500/vjjFEFMhENFQUmUn15zGaCJBD0A.jpg
tt5485570,Trespass: Inside the Thriller,2011,"Documentary,Short",9.1,19.0,
tt5505282,Windtalkers: Fly-on-the-Set Scene Diaries,2003,"Documentary,Short",7.6,7.0,
tt5519616,Episode dated 26 March 2016,2016,News,,,
tt5580536,Arsenal,2017,"Action,Crime,Thriller",4.0,5153.0,https://image.tmdb.org/t/p/w500/zDriMSMor8ofESkYnFBmm6oXHjy.jpg
tt5641062,Odd,2015,Talk-Show,,,https://image.tmdb.org/t/p/w500/skBMhQjHLTU1rp4gutxHp0JuY1C.jpg
tt5651544,Left Behind,2016,Comedy,,,https://image.tmdb.org/t/p/w500/8EKCFeObYuI3d4GHzpr3G8YfSIW.jpg
tt5688632,Blazing Trails: The Making of 'Ghost Rider',2007,"Documentary,Short",,,
tt5688754,Ghost Rider: Comic-Con 2006,2007,"Documentary,Short",6.0,9.0,
tt5728840,Screwing School,2012,"Animation,Comedy",,,
tt5734476,Daring Death,2013,"Animation,Comedy",,,
tt5735564,Mojado Mexican,2014,"Animation,Comedy",,,
tt5792656,Running with the Devil,2019,"Crime,Drama,Thriller",5.4,10955.0,https://image.tmdb.org/t/p/w500/qJ2H94PpXxZgiGGUNkyLSKZzm8u.jpg
tt5889942,Avortement génocidaire - SLG Shot #3,2016,Comedy,,,
tt6016320,Episode #12.305,2016,News,,,
tt6021416,The Conqueror,2016,Comedy,,,
tt6082586,Total Recall/Strapless/Fire Birds/Class of 1999/Jesus of Montreal,1990,Talk-Show,,,
tt6083648,Looking Glass,2018,"Mystery,Thriller",4.7,8429.0,https://image.tmdb.org/t/p/w500/6zSzaUmoUCwII2pGTqX1jaX8F0p.jpg
tt6089830,Renata Litvinova/Nicolas Cage,2016,"Comedy,News,Talk-Show",,,
tt6143568,The Humanity Bureau,2017,"Sci-Fi,Thriller",4.5,12399.0,https://image.tmdb.org/t/p/w500/2qf4wJoaYAXwY0Lov4OfBhSGbTQ.jpg
tt6260128,Behind the Scenes: Dying of the Light,2015,"Documentary,Short",,,
tt6372694,Prisoners of the Ghostland,2021,"Fantasy,Horror,Thriller",4.2,15013.0,https://image.tmdb.org/t/p/w500/j5HRzcvN1QXZLvwfc3NLxX8XQJY.jpg
tt6760434,Becoming the Character,2017,"Comedy,Short",,,
tt6763730,Becoming Iconic,2018,Biography,6.4,202.0,https://image.tmdb.org/t/p/w500/8z3Ssepw66x3txxUofB9AEEFZAd.jpg
tt6781540,Con Air: The Destruction of Las Vegas,2001,"Documentary,Short",7.9,14.0,
tt6781618,Con Air: View from Above,2001,"Documentary,Short",6.4,13.0,
tt6786592,Episode dated 7 October 1986,1986,"Music,Talk-Show",,,
tt6887968,Episode dated 20 May 2016,2016,Unknown,,,
tt6998518,Mandy,2018,"Action,Fantasy,Horror",6.5,94999.0,https://image.tmdb.org/t/p/w500/m0yf7J7HsKeK6E81SMRcX8vx6mH.jpg
tt7295450,Between Worlds,2018,"Fantasy,Mystery,Thriller",3.9,8202.0,https://image.tmdb.org/t/p/w500/xzVBRUkgj4rlNzAdEVHWPvXbCd5.jpg
tt7394816,Primal,2019,"Action,Thriller",4.9,11909.0,https://image.tmdb.org/t/p/w500/v0Air5GTsfgtjsnZyji2lH6r2b8.jpg
tt7462102,Episode dated 28 October 1989,1989,"Comedy,Game-Show,Music",,,
tt7547402,Episode #3.38,2017,"News,Talk-Show",,,
tt7867468,Episode #24.121,2018,News,,,
tt8038708,Episode #1.7,1992,Talk-Show,,,
tt8114980,Willy's Wonderland,2021,"Action,Comedy,Horror",5.5,41504.0,https://image.tmdb.org/t/p/w500/keEnkeAvifw8NSEC4f6WsqeLJgF.jpg
tt8380776,Grand Isle,2019,"Crime,Mystery,Thriller",4.7,6055.0,https://image.tmdb.org/t/p/w500/8mcXb3km7hZ8aJKpxxgnvvxt9gW.jpg
tt8387448,Episode dated 5 March 2007,2007,"Comedy,Game-Show,Music",,,
tt8535180,Kill Chain,2019,"Action,Drama,Thriller",5.0,6199.0,https://image.tmdb.org/t/p/w500/bFfUDQkCh6Zxgs4qyVgVTuS2PXN.jpg
tt8593824,The Old Way,2023,"Action,Drama,Western",5.5,10055.0,https://image.tmdb.org/t/p/w500/8HCCYAIocXxMKn7J9yQfDX1vBM5.jpg
tt9135206,Sitges - 51 Festival Internacional de Cinema Fantàstic de Catalunya,2018,News,,,
tt9257984,Episode dated 12 October 2018,2018,News,,,
tt9258040,Episode dated 9 November 2018,2018,News,,,
tt9351746,"Love, Antosha",2019,"Biography,Documentary,Music",8.1,1830.0,https://image.tmdb.org/t/p/w500/AntNP1sX7qKBT7hSYM4248RKMaL.jpg
tt9520442,The Making of '8MM',1999,"Documentary,Short",5.6,14.0,
tt9624766,Jiu Jitsu,2020,"Action,Sci-Fi,Thriller",2.9,10929.0,https://image.tmdb.org/t/p/w500/eLT8Cu357VOwBVTitkmlDEg32Fs.jpg
