tconst,primaryTitle,startYear,genres,averageRating,numVotes,actors,posterUrl
tt32304349,The Carpenter's Son,2025,Horror,,,"Nicolas Cage, Noah Jupe",https://image.tmdb.org/t/p/w500/ychSb83DLDBVUnQOhu02ar52IMY.jpg
tt32365977,Episode #1.2,Unknown,"Action,Adventure,Crime",,,Nicolas Cage,
tt32604452,The Prince,Unknown,Drama,,,"Scott Haze, Nicolas Cage, J.K. Simmons, Giancarlo Esposito, Andy Garcia, Simon Rex, Wayne Brady, Todd Giebenhain",https://image.tmdb.org/t/p/w500/22b2fmxhZveWSyWkgUz2y94fp3w.jpg
tt33452921,Episode #1.3,Unknown,"Action,Adventure,Crime",,,"Nicolas Cage, Brendan Gleeson, Jack Huston, Albert Malafronte, Lamorne Morris, Abraham Popoola",
tt33452926,Episode #1.4,Unknown,"Action,Adventure,Crime",,,"Nicolas Cage, Brendan Gleeson, Jack Huston, Lamorne Morris, Abraham Popoola",
tt33498865,Episode #1.5,Unknown,"Action,Adventure,Crime",,,Nicolas Cage,
tt33498870,Episode #1.6,Unknown,"Action,Adventure,Crime",,,Nicolas Cage,
tt33498878,Episode #1.7,Unknown,"Action,Adventure,Crime",,,"Nicolas Cage, Craig Henningsen",
tt33498883,Episode #1.8,Unknown,"Action,Adventure,Crime",,,"Nicolas Cage, Hugh B. Holub",
tt3481634,Inconceivable,2017,"Drama,Thriller",5.2,11146.0,"Nicolas Cage, Jonathan Baker, James Van Patten, Ele Bardha",https://image.tmdb.org/t/p/w500/ubGjD2DK6Fi4IC5xRc3aEDwVD9i.jpg
tt36144098,Nicolas Cage and Alex Wolff for 'Pig',2021,Talk-Show,,,"Nicolas Cage, Alex Wolff",
tt3687398,The Runner,2015,Drama,4.7,6061.0,"Nicolas Cage, Peter Fonda, Wendell Pierce, Bryan Batt, Christopher Berry, Fredric Lehne, James Moses Black",https://image.tmdb.org/t/p/w500/2fPnVkWueayfbqk2g66fSTLoyWu.jpg
tt3733774,The Trust,2016,"Action,Crime,Mystery",5.5,21433.0,"Nicolas Cage, Elijah Wood, Eric Heister, Ethan Suplee, Kenna James, Steven Williams, Carl Windom Carlito, Jerry Lewis",https://image.tmdb.org/t/p/w500/ps5FhW4WQuH1Ure2msdZkH7psqK.jpg
tt3733778,Pay the Ghost,2015,"Horror,Mystery",5.2,19553.0,"Nicolas Cage, Lyriq Bent, Jack Fulton, Stephen McHattie, Mark Irvingsen",https://image.tmdb.org/t/p/w500/iHG1QcxaRCiFIdSK1HZA6zOEFsl.jpg
tt3758162,A Score to Settle,2019,"Action,Crime,Drama",4.8,7462.0,"Nicolas Cage, Noah Le Gros, Mohamed Karim, Ian Tracey, Benjamin Bratt, Benjamin Bratt, Bailey Coppola, Dave Kenneth MacKinnon, Zyan Panagopoulos, Alex Alegria",https://image.tmdb.org/t/p/w500/cAvxpjiXqJZSCTo2xYD0XIRBkx9.jpg
tt4054654,Dog Eat Dog,2016,"Action,Crime,Thriller",4.8,10066.0,"Nicolas Cage, Willem Dafoe, Christopher Matthew Cook, Omar J. Dorsey, Reynaldo Gallegos, Bruce Reizen, Jeff Hilliard",https://image.tmdb.org/t/p/w500/mE9M2b3GJjCUPedxXs0NhKetSI8.jpg
tt4382824,Army of One,2016,"Biography,Comedy,Crime",5.2,9373.0,"Nicolas Cage, Russell Brand, Amar Chadha-Patel, Amar Chadha-Patel, Paul Scheer, Will Sasso, Denis O'Hare, Rainn Wilson, Qualid Mezouar",https://image.tmdb.org/t/p/w500/tUmo47WFeFRIQktGXYxWnSZXO6P.jpg
tt4976192,211,2018,"Action,Drama,Horror",4.4,10008.0,"Nicolas Cage, Michael Rainey Jr., Dwayne Cameron, Weston Cage, Cory Hardrict, Ori Pfeffer, Mark Basnight, Michael Bellisario",https://image.tmdb.org/t/p/w500/81RColr4rau6DZ7z9eMsksokcfk.jpg
tt5073642,Color Out of Space,2019,"Horror,Mystery,Sci-Fi",6.1,60829.0,"Nicolas Cage, Elliot Knight, Tommy Chong, Brendan Meyer, Julian Hilliard, Josh C. Waller",https://image.tmdb.org/t/p/w500/vkwgzCBBiY3C1XEy0WakYfMOvnG.jpg
tt5195776,Mega Man VS Astro Boy,2015,"Action,Animation,Comedy",7.1,40.0,"Ben B. Singer, Chad James, Chris Guerrero, Nicolas Cage, Ian James Corlett, Freddie Highmore, Terry Klassen",
tt5460530,Vengeance: A Love Story,2017,"Action,Adventure,Crime",5.2,9394.0,"Nicolas Cage, Don Johnson, Joshua Mikel, Rocco Nugent, Joe Ochterbeck, Carter Burch",https://image.tmdb.org/t/p/w500/kPUFcGPI9FChybFHIJJBZZLiIlg.jpg
tt5462326,Mom and Dad,2017,"Comedy,Horror,Thriller",5.6,28796.0,"Nicolas Cage, Zackary Arthur, Robert T. Cunningham, Lance Henriksen, Joseph D. Reitman",https://image.tmdb.org/t/p/w500/vjjFEFMhENFQUmUn15zGaCJBD0A.jpg
tt5580536,Arsenal,2017,"Action,Crime,Thriller",4.0,5153.0,"Nicolas Cage, John Cusack, Adrian Grenier, Johnathon Schaech, William Mark McCullough, Kelton DuMont, Zachary Legendre",https://image.tmdb.org/t/p/w500/zDriMSMor8ofESkYnFBmm6oXHjy.jpg
tt5792656,Running with the Devil,2019,"Crime,Drama,Thriller",5.4,10955.0,"Nicolas Cage, Laurence Fishburne, Cole Hauser, Adam Goldberg, Peter Facinelli, Barry Pepper, J.T. Holmes, Tait Fletcher",https://image.tmdb.org/t/p/w500/qJ2H94PpXxZgiGGUNkyLSKZzm8u.jpg
tt6083648,Looking Glass,2018,"Mystery,Thriller",4.7,8429.0,"Nicolas Cage, Marc Blucas, Ernie Lively, Bill Bolender, Barry Jay Minoff, Jason K. Wixom",https://image.tmdb.org/t/p/w500/6zSzaUmoUCwII2pGTqX1jaX8F0p.jpg
tt6143568,The Humanity Bureau,2017,"Sci-Fi,Thriller",4.5,12399.0,"Nicolas Cage, Jakob Davies, Hugh Dillon, Vicellous Shannon, Kurt Max Runte, Nikolas Filipovic, Jett Klyne, David Lovgren",https://image.tmdb.org/t/p/w500/2qf4wJoaYAXwY0Lov4OfBhSGbTQ.jpg
tt6372694,Prisoners of the Ghostland,2021,"Fantasy,Horror,Thriller",4.2,15013.0,"Nicolas Cage, Nick Cassavetes, Bill Moseley, Tak Sakaguchi, Young Dais, Charles Glover, Cici Zhou, Louis Kurihara, Tetsu Watanabe",https://image.tmdb.org/t/p/w500/j5HRzcvN1QXZLvwfc3NLxX8XQJY.jpg
tt6760434,Becoming the Character,2017,"Comedy,Short",,,"Gaetano Zuccoli, Tony Andres, Nicolas Cage",
tt6998518,Mandy,2018,"Action,Fantasy,Horror",6.5,94999.0,"Nicolas Cage, Linus Roache, Ned Dennehy, Richard Brake, Bill Duke, Clément Baronnet, Alexis Julemont",https://image.tmdb.org/t/p/w500/m0yf7J7HsKeK6E81SMRcX8vx6mH.jpg
tt7295450,Between Worlds,2018,"Fantasy,Mystery,Thriller",3.9,8202.0,"Nicolas Cage, Garrett Clayton, Hopper Penn, Richard Pait, Brett Murray",https://image.tmdb.org/t/p/w500/xzVBRUkgj4rlNzAdEVHWPvXbCd5.jpg
tt7394816,Primal,2019,"Action,Thriller",4.9,11909.0,"Nicolas Cage, Kevin Durand, Jeremy Nazario, LaMonica Garrett, Michael Imperioli, Isaac Santiago, Braulio Castillo hijo, Tommy Walker, Sewell Whitney",https://image.tmdb.org/t/p/w500/v0Air5GTsfgtjsnZyji2lH6r2b8.jpg
tt8114980,Willy's Wonderland,2021,"Action,Comedy,Horror",5.5,41504.0,"Nicolas Cage, Ric Reitz, Chris Warner, Kai Kadlec, Jonathan Mercedes, Terayle Hill, Christian Delgrosso",https://image.tmdb.org/t/p/w500/keEnkeAvifw8NSEC4f6WsqeLJgF.jpg
tt8380776,Grand Isle,2019,"Crime,Mystery,Thriller",4.7,6055.0,"Nicolas Cage, Luke Benward, Kelsey Grammer, Oliver Trevena, Rob Mars, Danny Le Boyer",https://image.tmdb.org/t/p/w500/8mcXb3km7hZ8aJKpxxgnvvxt9gW.jpg
tt8535180,Kill Chain,2019,"Action,Drama,Thriller",5.0,6199.0,"Nicolas Cage, Enrico Colantoni, Ryan Kwanten, Eddie Martinez, Jhon Bedoya, Alimi Ballard, Pedro Calvo, Yusuf Tangarife",https://image.tmdb.org/t/p/w500/bFfUDQkCh6Zxgs4qyVgVTuS2PXN.jpg
tt8593824,The Old Way,2023,"Action,Drama,Western",5.5,10055.0,"Nicolas Cage, Clint Howard, Noah Le Gros, Abraham Benrubi, Nick Searcy, Dean Armstrong, Phillip Aguirre, Everett Blunck",https://image.tmdb.org/t/p/w500/8HCCYAIocXxMKn7J9yQfDX1vBM5.jpg
tt9624766,Jiu Jitsu,2020,"Action,Sci-Fi,Thriller",2.9,10929.0,"Alain Moussi, Nicolas Cage, Raymond Pinharry, Tommy Walker, John D. Hickman, Eddie Steeples, Rick Yune, Philip Kkalas",https://image.tmdb.org/t/p/w500/eLT8Cu357VOwBVTitkmlDEg32Fs.jpg
